booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests;prize_per_nigth
5208;NF Hotel;0;20;22;10-05-2024;30-05-2024;30;0;2;1;0;1;BB;United Kingdom;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
5209;NF Hotel;0;42;25;10-05-2024;21-06-2024;21;1;1;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
5210;NF Hotel;0;57;27;10-05-2024;06-07-2024;6;2;2;2;0;0;BB;Vietnam;Offline TA/TO;0;0;B;0;No Deposit;0;No Contract (Single);0;2;23.75
5211;NF Hotel;0;147;40;10-05-2024;04-10-2024;4;2;2;2;0;0;BB;China;Corporate;0;0;A;0;No Deposit;0;No Contract (Group);0;2;18.0
5212;NF Hotel;0;2;20;11-05-2024;13-05-2024;13;0;4;1;0;0;BB;United States;Direct;1;0;B;1;Non Refund;40;No Contract (Single);0;2;25.0
5213;NF Hotel;0;3;20;11-05-2024;14-05-2024;14;0;1;2;2;0;BB;Cambodia;Corporate;0;0;A;0;No Deposit;40;No Contract (Single);0;0;18.0
5214;NF Hotel;0;3;20;11-05-2024;14-05-2024;14;0;4;2;0;0;BB;France;Corporate;0;0;A;0;No Deposit;9;No Contract (Single);0;0;18.0
5215;NF Hotel;0;7;20;11-05-2024;18-05-2024;18;1;0;1;0;0;BB;Cambodia;Online TA;0;0;A;1;No Deposit;9;No Contract (Group);0;0;20.0
5216;NF Hotel;1;22;22;11-05-2024;02-06-2024;2;1;3;2;0;0;HB;Other;Direct;0;0;A;1;No Deposit;0;Contract (Single);0;0;20.0
5217;NF Hotel;0;24;23;11-05-2024;04-06-2024;4;0;2;3;2;0;BB;Cambodia;Groups;0;0;B;0;No Deposit;9;Group Contract;0;2;22.5
5218;NF Hotel;0;30;24;11-05-2024;10-06-2024;10;0;5;2;0;0;SC;Australia;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
5219;NF Hotel;0;0;19;12-05-2024;12-05-2024;12;1;5;4;0;0;BB;Vietnam;Online TA;0;0;A;1;Non Refund;0;No Contract (Single);0;0;20.0
5220;NF Hotel;0;12;21;12-05-2024;24-05-2024;24;0;1;1;0;0;BB;Cambodia;Direct;0;0;A;1;No Deposit;240;Contract (Single);0;2;20.0
5221;NF Hotel;0;12;21;12-05-2024;24-05-2024;24;2;2;1;0;0;BB;Malaysia;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5222;NF Hotel;1;14;22;13-05-2024;27-05-2024;27;0;2;2;0;0;BB;South Korea;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
5223;NF Hotel;0;21;23;13-05-2024;03-06-2024;3;0;1;2;0;0;BB;France;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
5224;NF Hotel;0;29;24;13-05-2024;11-06-2024;11;1;4;3;0;0;SC;United States;Groups;0;1;B;0;No Deposit;0;Group Contract;0;0;22.5
5225;NF Hotel;0;2;20;14-05-2024;16-05-2024;16;0;1;4;0;0;SC;China;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;2;18.0
5226;NF Hotel;0;3;20;14-05-2024;17-05-2024;17;1;1;2;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
5227;NF Hotel;0;24;23;14-05-2024;07-06-2024;7;2;1;2;0;0;SC;United States;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;2;25.0
5228;NF Hotel;0;30;24;14-05-2024;13-06-2024;13;1;2;3;2;0;SC;France;Groups;0;0;B;0;No Deposit;240;Group Contract;0;0;22.5
5229;NF Hotel;1;215;50;14-05-2024;15-12-2024;15;1;1;2;0;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;240;No Contract (Group);0;0;25.0
5230;NF Hotel;0;2;20;15-05-2024;17-05-2024;17;2;1;3;0;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;0;25.0
5231;NF Hotel;0;3;20;15-05-2024;18-05-2024;18;2;0;2;0;0;BB;South Korea;Direct;0;0;A;1;No Deposit;0;No Contract (Single);0;0;20.0
5232;NF Hotel;0;12;22;15-05-2024;27-05-2024;27;0;1;2;0;0;BB;United States;Online TA;0;0;B;0;No Deposit;9;No Contract (Single);0;0;25.0
5233;NF Hotel;1;2;20;16-05-2024;18-05-2024;18;2;0;1;0;0;BB;Malaysia;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5234;NF Hotel;0;15;22;16-05-2024;31-05-2024;31;2;1;1;0;0;SC;China;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
5235;NF Hotel;0;18;23;16-05-2024;03-06-2024;3;0;2;2;0;0;FB;China;Direct;0;0;A;1;No Deposit;40;No Contract (Single);0;0;20.0
5236;NF Hotel;0;36;25;16-05-2024;21-06-2024;21;0;1;2;0;0;BB;Cambodia;Corporate;0;1;A;0;No Deposit;14;No Contract (Single);1;2;18.0
5237;NF Hotel;0;71;30;16-05-2024;26-07-2024;26;0;1;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;0;Contract (Single);0;0;20.0
5238;NF Hotel;0;3;21;17-05-2024;20-05-2024;20;0;1;2;0;0;BB;France;Online TA;0;1;A;1;Refundable;28;No Contract (Single);0;2;20.0
5239;NF Hotel;1;9;21;17-05-2024;26-05-2024;26;1;0;2;1;0;SC;Vietnam;Corporate;0;0;B;1;No Deposit;0;No Contract (Single);0;1;22.5
5240;NF Hotel;0;27;24;17-05-2024;13-06-2024;13;0;2;2;0;0;BB;Cambodia;Online TA;0;0;B;2;No Deposit;14;No Contract (Single);0;0;25.0
5241;NF Hotel;0;56;28;17-05-2024;12-07-2024;12;1;1;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;28;No Contract (Group);0;0;20.0
5242;NF Hotel;0;35;25;18-05-2024;22-06-2024;22;2;1;3;1;1;BB;Australia;Corporate;0;0;B;0;Non Refund;9;No Contract (Single);0;2;22.5
5243;NF Hotel;0;44;27;18-05-2024;01-07-2024;1;0;3;1;0;0;BB;Germany;Online TA;1;0;A;0;Non Refund;28;No Contract (Single);0;1;20.0
5244;NF Hotel;0;2;21;19-05-2024;21-05-2024;21;0;1;2;0;0;BB;China;Corporate;0;0;B;1;No Deposit;240;No Contract (Single);1;0;22.5
5245;NF Hotel;0;3;21;19-05-2024;22-05-2024;22;0;2;2;0;0;BB;Malaysia;Direct;0;0;B;0;No Deposit;240;No Contract (Single);0;1;25.0
5246;NF Hotel;0;35;25;19-05-2024;23-06-2024;23;1;1;2;0;0;BB;Cambodia;Online TA;0;1;A;0;No Deposit;9;No Contract (Single);0;3;20.0
5247;NF Hotel;0;42;26;19-05-2024;30-06-2024;30;1;2;2;0;0;BB;Germany;Offline TA/TO;0;1;A;0;No Deposit;240;No Contract (Single);0;2;19.0
5248;NF Hotel;1;60;29;19-05-2024;18-07-2024;18;0;1;3;0;0;BB;France;Corporate;0;0;B;0;No Deposit;240;No Contract (Single);0;0;22.5
5249;NF Hotel;0;3;21;20-05-2024;23-05-2024;23;1;2;2;0;0;BB;Other;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;3;20.0
5250;NF Hotel;0;3;21;20-05-2024;23-05-2024;23;1;2;2;0;0;BB;Other;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;3;20.0
5251;NF Hotel;0;17;23;20-05-2024;06-06-2024;6;0;2;2;0;0;BB;Cambodia;Offline TA/TO;1;1;B;0;No Deposit;240;No Contract (Single);0;3;23.75
5252;NF Hotel;0;17;23;20-05-2024;06-06-2024;6;0;2;2;0;0;BB;Cambodia;Offline TA/TO;1;1;B;0;No Deposit;240;No Contract (Single);0;3;23.75
5253;NF Hotel;0;26;24;20-05-2024;15-06-2024;15;2;3;2;0;0;BB;United Kingdom;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
5254;NF Hotel;0;1;21;21-05-2024;22-05-2024;22;0;2;2;0;0;BB;United States;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
5255;NF Hotel;0;5;21;21-05-2024;26-05-2024;26;1;3;1;0;0;BB;Thailand;Corporate;0;0;A;0;No Deposit;40;Contract (Single);0;1;18.0
5256;NF Hotel;1;8;22;21-05-2024;29-05-2024;29;0;3;2;0;0;SC;United States;Online TA;0;0;A;0;No Deposit;14;No Contract (Group);0;0;20.0
5257;NF Hotel;0;28;25;21-05-2024;18-06-2024;18;0;2;2;1;0;HB;Vietnam;Corporate;0;0;B;0;No Deposit;240;No Contract (Single);0;2;22.5
5258;NF Hotel;0;29;25;21-05-2024;19-06-2024;19;0;1;1;0;0;BB;Australia;Direct;0;1;B;0;No Deposit;240;No Contract (Single);1;0;25.0
5259;NF Hotel;0;60;29;21-05-2024;20-07-2024;20;1;0;3;0;0;BB;Cambodia;Groups;0;0;B;2;No Deposit;28;Group Contract;0;1;22.5
5260;NF Hotel;0;100;35;21-05-2024;29-08-2024;29;2;2;1;0;0;BB;Singapore;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
5261;NF Hotel;0;170;45;21-05-2024;07-11-2024;7;1;2;2;0;0;BB;Other;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5262;NF Hotel;0;170;45;21-05-2024;07-11-2024;7;1;2;2;0;0;BB;Other;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5263;NF Hotel;0;6;22;22-05-2024;28-05-2024;28;0;2;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
5264;NF Hotel;0;8;22;23-05-2024;31-05-2024;31;1;1;2;0;0;SC;Cambodia;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
5265;NF Hotel;0;8;22;23-05-2024;31-05-2024;31;2;1;1;0;0;BB;Thailand;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;2;20.0
5266;NF Hotel;0;11;23;23-05-2024;03-06-2024;3;0;1;2;2;0;BB;Japan;Groups;0;0;B;0;No Deposit;0;Group Contract;0;0;22.5
5267;NF Hotel;0;12;23;23-05-2024;04-06-2024;4;0;2;2;0;0;HB;France;Direct;0;0;A;1;No Deposit;9;No Contract (Single);0;0;20.0
5268;NF Hotel;0;94;34;23-05-2024;25-08-2024;25;1;1;4;1;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;28;No Contract (Single);0;0;25.0
5269;NF Hotel;0;0;21;24-05-2024;24-05-2024;24;0;1;1;0;0;BB;Australia;Direct;0;0;A;0;No Deposit;9;No Contract (Group);0;3;20.0
5270;NF Hotel;1;15;23;24-05-2024;08-06-2024;8;2;1;2;0;0;HB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5271;NF Hotel;0;31;26;24-05-2024;24-06-2024;24;0;2;1;0;0;BB;China;Direct;0;0;A;0;Non Refund;9;No Contract (Single);0;1;20.0
5272;NF Hotel;0;37;26;24-05-2024;30-06-2024;30;1;1;2;1;0;BB;Thailand;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
5273;NF Hotel;0;1;21;25-05-2024;26-05-2024;26;1;1;2;0;0;HB;France;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5274;NF Hotel;1;2;22;25-05-2024;27-05-2024;27;0;1;2;0;0;BB;Vietnam;Groups;0;0;A;0;No Deposit;0;Group Contract;0;0;18.0
5275;NF Hotel;1;0;21;26-05-2024;26-05-2024;26;1;1;1;0;0;BB;Thailand;Online TA;0;1;A;0;No Deposit;14;No Contract (Group);0;2;20.0
5276;NF Hotel;1;1;22;26-05-2024;27-05-2024;27;0;4;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;40;No Contract (Single);0;1;20.0
5277;NF Hotel;0;4;22;26-05-2024;30-05-2024;30;1;2;3;1;0;BB;Japan;Offline TA/TO;0;1;A;0;Non Refund;0;No Contract (Single);0;1;19.0
5278;NF Hotel;0;19;24;26-05-2024;14-06-2024;14;0;1;1;0;1;BB;Germany;Offline TA/TO;0;0;B;0;No Deposit;240;Contract (Single);0;1;23.75
5279;NF Hotel;0;21;24;26-05-2024;16-06-2024;16;1;2;1;0;0;BB;Vietnam;Direct;0;0;B;2;Non Refund;40;No Contract (Group);0;1;25.0
5280;NF Hotel;1;22;25;26-05-2024;17-06-2024;17;0;4;2;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;2;20.0
5281;NF Hotel;0;24;25;26-05-2024;19-06-2024;19;0;1;2;0;0;SC;Malaysia;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
5282;NF Hotel;0;25;25;26-05-2024;20-06-2024;20;0;1;4;0;0;BB;United Kingdom;Offline TA/TO;1;0;B;0;No Deposit;9;No Contract (Single);0;2;23.75
5283;NF Hotel;1;55;29;26-05-2024;20-07-2024;20;2;0;2;0;0;SC;Vietnam;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
5284;NF Hotel;0;2;22;27-05-2024;29-05-2024;29;2;5;4;0;0;HB;Cambodia;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;1;25.0
5285;NF Hotel;0;10;23;27-05-2024;06-06-2024;6;2;3;2;0;0;BB;United Kingdom;Online TA;0;0;A;0;Non Refund;0;No Contract (Group);0;0;20.0
5286;NF Hotel;0;11;23;27-05-2024;07-06-2024;7;2;2;2;0;0;SC;China;Online TA;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
5287;NF Hotel;0;17;24;27-05-2024;13-06-2024;13;0;2;1;0;0;BB;Cambodia;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;1;18.0
5288;NF Hotel;1;56;30;27-05-2024;22-07-2024;22;0;5;1;0;0;BB;Cambodia;Groups;0;0;A;0;No Deposit;28;Group Contract;0;1;18.0
5289;NF Hotel;0;2;22;28-05-2024;30-05-2024;30;1;2;2;0;0;SC;Other;Groups;0;0;A;0;No Deposit;40;Group Contract;0;0;18.0
5290;NF Hotel;0;3;22;28-05-2024;31-05-2024;31;1;1;1;0;0;BB;United States;Online TA;1;0;A;0;No Deposit;9;No Contract (Single);0;1;20.0
5291;NF Hotel;0;22;25;28-05-2024;19-06-2024;19;1;3;2;0;0;BB;South Korea;Offline TA/TO;0;0;A;0;Non Refund;28;No Contract (Single);0;1;19.0
5292;NF Hotel;1;23;25;28-05-2024;20-06-2024;20;1;2;20;0;0;SC;Cambodia;Online TA;0;0;B;0;No Deposit;40;No Contract (Single);0;0;25.0
5293;NF Hotel;0;28;26;28-05-2024;25-06-2024;25;0;2;4;2;0;BB;Vietnam;Online TA;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
5294;NF Hotel;0;32;26;28-05-2024;29-06-2024;29;2;1;2;0;0;BB;Singapore;Direct;0;0;B;0;No Deposit;0;No Contract (Group);0;0;25.0
5295;NF Hotel;0;62;31;28-05-2024;29-07-2024;29;0;3;2;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;0;20.0
5296;NF Hotel;0;81;33;28-05-2024;17-08-2024;17;2;0;2;1;0;HB;France;Online TA;1;1;B;0;No Deposit;0;No Contract (Group);0;1;25.0
5297;NF Hotel;0;89;34;28-05-2024;25-08-2024;25;1;2;4;1;0;HB;Thailand;Online TA;0;0;B;0;No Deposit;14;No Contract (Single);0;2;25.0
5298;NF Hotel;0;0;22;29-05-2024;29-05-2024;29;0;2;2;0;0;BB;Singapore;Direct;0;0;A;1;Non Refund;240;No Contract (Group);0;1;20.0
5299;NF Hotel;0;9;23;29-05-2024;07-06-2024;7;2;2;2;0;0;BB;Cambodia;Direct;0;0;A;0;No Deposit;28;No Contract (Single);0;1;20.0
5300;NF Hotel;0;16;24;29-05-2024;14-06-2024;14;1;1;2;0;0;BB;Malaysia;Online TA;0;0;A;2;No Deposit;28;No Contract (Single);0;0;20.0
5301;NF Hotel;0;40;28;29-05-2024;08-07-2024;8;0;1;2;0;0;SC;United States;Online TA;0;0;A;0;No Deposit;9;Contract (Single);0;0;20.0
5302;NF Hotel;1;50;29;29-05-2024;18-07-2024;18;0;1;1;0;0;BB;China;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;0;20.0
5303;NF Hotel;0;1;22;30-05-2024;31-05-2024;31;2;1;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;14;No Contract (Single);0;3;20.0
5304;NF Hotel;0;1;22;30-05-2024;31-05-2024;31;0;1;1;0;0;BB;Australia;Direct;0;0;B;0;No Deposit;0;No Contract (Single);0;0;25.0
5305;NF Hotel;0;2;22;30-05-2024;01-06-2024;1;2;0;2;0;0;BB;United States;Corporate;0;0;A;0;No Deposit;9;No Contract (Single);0;1;18.0
5306;NF Hotel;0;2;22;30-05-2024;01-06-2024;1;2;0;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
5307;NF Hotel;0;2;22;30-05-2024;01-06-2024;1;2;0;2;0;0;BB;China;Direct;0;0;A;0;No Deposit;0;No Contract (Group);0;0;20.0
5308;NF Hotel;0;3;22;30-05-2024;02-06-2024;2;1;1;3;0;0;SC;Thailand;Corporate;1;0;B;0;No Deposit;9;No Contract (Single);0;1;22.5
5309;NF Hotel;1;6;23;30-05-2024;05-06-2024;5;2;5;1;0;0;BB;Germany;Online TA;0;0;A;2;No Deposit;9;No Contract (Single);0;0;20.0
5310;NF Hotel;0;27;26;30-05-2024;26-06-2024;26;2;5;1;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;28;No Contract (Single);0;1;20.0
5311;NF Hotel;0;28;26;30-05-2024;27-06-2024;27;1;2;3;1;0;SC;France;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5312;NF Hotel;0;44;28;30-05-2024;13-07-2024;13;2;1;2;0;0;SC;South Korea;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2;20.0
5313;NF Hotel;0;81;34;30-05-2024;19-08-2024;19;0;2;1;0;0;BB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5314;NF Hotel;0;0;22;31-05-2024;31-05-2024;31;1;1;1;0;0;BB;United States;Direct;0;0;B;0;Non Refund;240;No Contract (Single);0;0;25.0
5315;NF Hotel;1;3;23;31-05-2024;03-06-2024;3;0;2;1;0;0;BB;Australia;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;1;20.0
5316;NF Hotel;1;9;23;31-05-2024;09-06-2024;9;1;1;3;0;0;BB;France;Corporate;0;0;A;0;No Deposit;40;No Contract (Single);0;0;18.0
5317;NF Hotel;0;14;24;31-05-2024;14-06-2024;14;2;2;2;0;0;BB;Vietnam;Corporate;0;0;A;1;Non Refund;0;No Contract (Group);0;2;18.0
5318;NF Hotel;0;86;34;31-05-2024;25-08-2024;25;1;0;3;0;0;SC;Cambodia;Groups;0;0;B;0;No Deposit;240;Group Contract;0;0;22.5
5319;NF Hotel;0;0;22;02-06-2024;02-06-2024;2;1;0;2;1;0;BB;Cambodia;Online TA;0;0;B;0;No Deposit;240;No Contract (Single);0;0;25.0
5320;NF Hotel;1;14;24;02-06-2024;16-06-2024;16;1;1;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);1;0;20.0
5321;NF Hotel;0;16;25;02-06-2024;18-06-2024;18;0;1;2;0;0;BB;South Korea;Online TA;0;0;A;0;No Deposit;240;No Contract (Group);0;0;20.0
5322;NF Hotel;0;20;25;02-06-2024;22-06-2024;22;1;0;2;0;0;BB;Thailand;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
5323;NF Hotel;0;21;25;02-06-2024;23-06-2024;23;1;3;1;0;0;BB;South Korea;Online TA;1;0;B;2;No Deposit;40;No Contract (Single);0;0;25.0
5324;NF Hotel;0;27;26;02-06-2024;29-06-2024;29;2;2;4;0;1;;United States;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Single);0;2;19.0
5325;NF Hotel;0;5;23;03-06-2024;08-06-2024;8;2;1;2;0;0;BB;Vietnam;Online TA;0;0;A;2;No Deposit;0;No Contract (Single);0;0;20.0
5326;NF Hotel;0;14;25;03-06-2024;17-06-2024;17;0;5;2;0;0;BB;Australia;Offline TA/TO;0;0;A;0;Refundable;0;No Contract (Single);0;1;19.0
5327;NF Hotel;0;19;25;03-06-2024;22-06-2024;22;2;2;3;2;0;BB;Other;Corporate;0;0;B;0;No Deposit;14;No Contract (Single);0;0;22.5
5328;NF Hotel;0;19;25;03-06-2024;22-06-2024;22;2;2;3;2;0;BB;Other;Corporate;0;0;B;0;No Deposit;14;No Contract (Single);0;0;22.5
5329;NF Hotel;0;5;23;04-06-2024;09-06-2024;9;1;1;1;0;0;SC;China;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5330;NF Hotel;0;18;25;04-06-2024;22-06-2024;22;1;0;1;0;0;BB;Australia;Direct;0;0;A;1;Refundable;0;No Contract (Single);0;1;20.0
5331;NF Hotel;0;37;28;04-06-2024;11-07-2024;11;1;2;2;0;0;BB;United States;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5332;NF Hotel;1;52;30;04-06-2024;26-07-2024;26;1;1;1;0;0;BB;Cambodia;Online TA;0;0;A;0;No Deposit;9;No Contract (Group);0;1;20.0
5333;NF Hotel;0;104;38;04-06-2024;16-09-2024;16;0;1;1;0;0;BB;Australia;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5334;NF Hotel;0;3;23;05-06-2024;08-06-2024;8;1;0;2;0;0;BB;Thailand;Corporate;0;0;A;0;No Deposit;28;Contract (Single);0;2;18.0
5335;NF Hotel;0;14;25;05-06-2024;19-06-2024;19;0;3;2;0;0;FB;United States;Online TA;0;0;A;0;No Deposit;9;No Contract (Single);0;2;20.0
5336;NF Hotel;1;21;26;05-06-2024;26-06-2024;26;0;3;1;0;0;BB;China;Online TA;0;1;A;0;No Deposit;28;No Contract (Single);0;1;20.0
5337;NF Hotel;0;63;32;05-06-2024;07-08-2024;7;0;3;2;1;0;HB;China;Offline TA/TO;0;0;B;0;No Deposit;0;Contract (Single);0;1;23.75
5338;NF Hotel;0;185;49;05-06-2024;07-12-2024;7;2;0;2;2;0;BB;Cambodia;Direct;0;0;B;0;Non Refund;240;No Contract (Single);0;0;28.75
5339;NF Hotel;0;1;23;06-06-2024;07-06-2024;7;1;1;3;0;0;BB;Thailand;Groups;1;0;B;0;No Deposit;240;Group Contract;0;2;22.5
5340;NF Hotel;1;21;26;06-06-2024;27-06-2024;27;2;2;2;0;0;BB;Cambodia;Direct;0;0;A;0;Non Refund;0;No Contract (Single);0;0;20.0
5341;NF Hotel;0;23;26;06-06-2024;29-06-2024;29;2;4;1;0;0;BB;Australia;Direct;0;0;A;1;No Deposit;240;No Contract (Single);1;0;20.0
5342;NF Hotel;0;36;28;06-06-2024;12-07-2024;12;1;1;1;0;0;BB;United Kingdom;Online TA;0;0;B;0;Refundable;14;No Contract (Single);0;2;25.0
5343;NF Hotel;1;46;30;06-06-2024;22-07-2024;22;0;4;2;0;0;BB;Other;Online TA;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
5344;NF Hotel;1;1;23;07-06-2024;08-06-2024;8;1;0;0;0;0;SC;Vietnam;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;0;20.0
5345;NF Hotel;0;3;24;07-06-2024;10-06-2024;10;0;2;4;0;0;SC;France;Online TA;0;0;B;0;No Deposit;0;No Contract (Group);0;0;25.0
5346;NF Hotel;0;9;24;07-06-2024;16-06-2024;16;1;0;2;0;0;BB;Vietnam;Online TA;0;0;A;1;No Deposit;40;No Contract (Single);0;0;20.0
5347;NF Hotel;0;19;26;07-06-2024;26-06-2024;26;2;4;1;0;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;40;No Contract (Single);0;0;25.0
5348;NF Hotel;1;0;23;08-06-2024;08-06-2024;8;2;3;3;0;0;BB;Vietnam;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;1;25.0
5349;NF Hotel;1;4;24;08-06-2024;12-06-2024;12;0;2;2;0;0;BB;China;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;2;20.0
5350;NF Hotel;0;6;24;08-06-2024;14-06-2024;14;1;1;1;0;0;BB;France;Groups;0;0;A;0;No Deposit;14;Group Contract;0;0;18.0
5351;NF Hotel;0;11;25;08-06-2024;19-06-2024;19;0;2;2;2;0;BB;Japan;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5352;NF Hotel;1;21;26;08-06-2024;29-06-2024;29;2;3;1;0;0;SC;Cambodia;Groups;0;0;A;1;No Deposit;0;Group Contract;0;0;18.0
5353;NF Hotel;0;12;25;09-06-2024;21-06-2024;21;1;1;3;0;0;BB;Other;Direct;0;1;B;1;No Deposit;0;No Contract (Single);0;0;25.0
5354;NF Hotel;0;72;34;09-06-2024;20-08-2024;20;0;1;2;2;0;BB;Cambodia;Online TA;0;0;B;0;Non Refund;40;No Contract (Single);0;2;25.0
5355;NF Hotel;0;4;24;10-06-2024;14-06-2024;14;1;1;4;1;0;BB;Cambodia;Direct;0;0;B;0;No Deposit;14;No Contract (Single);0;0;25.0
5356;NF Hotel;0;13;25;10-06-2024;23-06-2024;23;1;0;3;0;0;BB;Other;Groups;0;0;B;0;No Deposit;14;Group Contract;0;2;22.5
5357;NF Hotel;0;50;31;10-06-2024;30-07-2024;30;0;2;1;0;0;SC;Thailand;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0;20.0
5358;NF Hotel;0;52;31;10-06-2024;01-08-2024;1;2;5;2;0;0;BB;China;Complementary;0;1;A;0;No Deposit;14;No Contract (Single);0;0;0.0
5359;NF Hotel;0;4;24;11-06-2024;15-06-2024;15;2;1;4;0;0;BB;Thailand;Offline TA/TO;0;0;B;0;No Deposit;14;No Contract (Single);0;0;23.75
5360;NF Hotel;1;4;24;11-06-2024;15-06-2024;15;2;2;4;0;0;HB;France;Direct;1;0;B;0;No Deposit;9;No Contract (Group);0;1;25.0
5361;NF Hotel;0;6;25;11-06-2024;17-06-2024;17;0;3;1;0;0;BB;Cambodia;Corporate;0;0;A;0;No Deposit;0;No Contract (Group);0;1;18.0
5362;NF Hotel;0;0;24;12-06-2024;12-06-2024;12;0;3;2;1;0;HB;Malaysia;Online TA;0;1;B;0;No Deposit;0;No Contract (Single);0;0;25.0
5363;NF Hotel;0;0;24;12-06-2024;12-06-2024;12;1;3;2;0;0;BB;Vietnam;Online TA;0;0;A;0;No Deposit;0;No Contract (Single);0;0;20.0
5364;NF Hotel;0;5;25;12-06-2024;17-06-2024;17;0;3;1;0;0;BB;Thailand;Online TA;0;0;B;0;Non Refund;240;No Contract (Single);0;1;25.0
5365;NF Hotel;0;12;26;12-06-2024;24-06-2024;24;0;2;4;0;0;HB;Other;Offline TA/TO;0;0;B;0;No Deposit;0;No Contract (Group);0;0;23.75
5366;NF Hotel;0;17;26;12-06-2024;29-06-2024;29;1;0;2;0;0;SC;South Korea;Offline TA/TO;0;0;A;0;No Deposit;240;No Contract (Single);0;2;19.0
5367;NF Hotel;1;45;30;12-06-2024;27-07-2024;27;2;3;1;0;0;BB;South Korea;Groups;1;0;A;0;No Deposit;14;Group Contract;0;2;18.0
